,review_id,user_id,business_id,stars,useful,funny,cool,text,date
16,z9oqu-PPWlHMT-E7cFRmyg,kDaQyKM0YBT03sOk0wVtVA,_L8Kiw3hzUioqLONWUnAGQ,4.0,0,0,0,"I rarely dine at Firehouse Subs, though in the scheme of foods, maybe I should do so more often.  Or should I?

While nothing particularly special, they certainly are a cut above ""blandly generic.""  The fact that they keep hot sauces (Get it?!  FIRE-house?!  HOT!!!  oh ho ho) on the counter is an added bonus.

I suppose the mitigating factor is that I could just as easily traverse to a grocery store, purchase meat, make a sandwich, and have it come out just as good, if not better.  And therein lies the problem, though this really is an issue for me with any sandwich location, and thusly why you may see this review repeated throughout the various sandwich shop locales I post on.",2008-04-29 21:37:04
17,YMu4XUAMqPRUp_Wzh38-fA,rME0vTLDjSr7YnQ3uBADAQ,yfU-tGTDMdF6nKISzb25-g,1.0,0,0,0,I have come to conclude that all Steak and Shake restaurants are the worst Steak and Shake restaurants.,2016-05-31 03:08:05
18,qwmSE0D-vizcZzIak7k8FQ,972omcSXt-ll1zrrQHSnoA,npuvee4nvr0Pw7iNQxUzGg,3.0,0,0,0,when you want a nice and cheap meal or it's 3am. This is the place.,2012-03-30 03:57:33
19,g4xm-J-5u0blMcVNWK5fuQ,vNKF5fOw70MB_u86-nLQOg,L4Hr0C6mulgQoY_1zqw84w,3.0,1,1,0,"The first time I went into the place it was beyond amazing!! The service and food were just great! The guy with the beard really helped me by explaining the menu in depth. I kinda am a picky eater. He even gave me two redeemable envelopes to be redeemed after New Years!! So when I came back today I was beyond excited to see what I won and have some more awesome dogs. Unfortunately an older lady(seemed to be the owner) would not allow me to redeem them both and was VERY RUDE about it. If I have two why wouldn't you allow it since it did bring me back?? I still like this place anf if I happen to want some and she is working, I will choose another place to eat. All of the other staff was amazing!!! What kind of an example are setting for your staff Ms. Owner??",2015-01-04 00:24:02
20,MO1jdDQTVbziluNThFxK7g,JWIU1YhhI9K5uiLB2ZCoWA,udrEp86-LusAEX_od06rog,1.0,0,0,0,"This place was disgusting. The floors were filthy and trash all over the tables. Not to mention the cashier girl Dolores was very rude and seemed annoyed that we had a big order. Lesson to be learned here....... always, always choose Chick-fil-A",2015-09-24 01:07:07
21,bOl432nbKjWzgdFq8XgOdA,vd_S6JVmPDkaENKfZD66ew,npuvee4nvr0Pw7iNQxUzGg,1.0,0,0,0,"Just as bad as any other subway with the added gross out factor of a very sketchy clientele. Bad for the neighborhood too, they intentionally blocked the drive through lane of neighboring cafe Speedboat coffee shortly after subway starting to serve breakfast. Coincidence?",2012-03-30 04:45:13
22,W_mqrgdPAsh1PaVQntXGvg,1z_XmM0sNIeueBbyGHBAog,5oK7ydxjDS1j3qaHp977Jg,1.0,1,0,0,"If i could give no stars i would.  I get this is a mc donalds but come on.. atrocious customer service and even worse management.  They get our order wrong every single time, its very dirty inside, very rude female manager, often out of certain menu items.  The last time we went there and ordered specific things in the kids happy meal and they just replaced other items without letting us know in hopes we would drive off.  When confronted the manager didnt apologize n rudely asked for the food back n refunded the money.  Not a toy in the bags and put fries instead of apple slices and they didnt have yogurt either and didnt consult us before putting them in the bags.  
If you want to be angry about your order be sure to come here.",2015-02-02 07:25:11
23,JKeeLK8_aunEGfuxcT12ow,fsneh_aGLYaYXzw2PFtYcw,gZh5eXZNngigUfsL_GJYoA,3.0,0,0,0,"We have been enjoying takeout from this branch of Qdoba since it opened and enjoy their burritos with BBQ sauce.  At our visit today, they only offered chili sauce, which was truly awful.  It is bitter and extremely strong. I threw my burrito in the trash.  Won't be ordering a burrito with sauce again at this store.  The food here is generally ok, but inconsistent.  Sometimes the burritos are large, and other times the fillings are sparse.  Often, students appear to be working the counter.",2014-12-18 01:29:05
24,w2P5swXwDGkw-qzLOiH6rQ,N0gV8YgyjMxUqSBrVBazFg,udrEp86-LusAEX_od06rog,1.0,0,0,0,The window staff was completely rude...I asked for a receipt and she rolled her eyes at me...really.  That is a standard given with any purchase.  I asked for the manager and she was rude to him too...I will not visit this location again.,2014-06-11 21:58:54
25,eiLiPur1sCppY2nm7OmM_g,hq9ADu8HJ2hUZC-9SC9g_A,Y6MHlJ9U1rBNRf5BkyDTKw,5.0,2,1,3,"This is my go to fix when I'm craving a to-go salad.  Not only do I love everything about this chain, but it never disappoints.  That sour cream and cheese topped on my salad.  Extra guac & sauce, please!!  I should really check how many calories are in the salad sauce.  That sauce is the boss.  The staff has always been nice and friendly.",2015-11-18 18:41:07
26,riCuPPL3YYlp4342eCzqYw,nWQ0hC_-CfqVr_PR8UX8RA,udrEp86-LusAEX_od06rog,2.0,0,0,0,"So we were forced into this Wendy's because every other (3) spot that we tried just wasn't working for whatever reason.  The heat wasn't working when we visited, and that made this a terrible place to eat.  Even the staff was in jackets with beanies.",2016-01-04 03:49:27
27,-EkgUpHXaXWdvKfd-oebpw,b3yAdxuw54alvpHwfA_jpw,gZh5eXZNngigUfsL_GJYoA,4.0,1,0,0,"The food was delicious and service was great. But the whole experience was ruined by the droves of noisy middle schoolers yelling, leaving their trash and not buying anything. Their rude behavior was shocking and not a good look for the town.",2018-04-27 20:52:02
28,rTHBXQeJXFRBzO9RX6UUGQ,CUU_SVpheVGIilr5kUaJ1Q,SL57cOPVnizgoe4qdzll3Q,5.0,2,0,1,"I so love all the Mod Pizza locations which keep popping up all over. It's such a great way to get the perfect amount of pizza with an epic amount of toppings. I'm not sure if you realize it but they also make some pretty killer salads if that's what you prefer. We even went for the ""recommended by staff"" options for both of our pizzas and for a salad that sounded too delicious to pass up. The salad ended up being our favorite part of the whole meal. We only got one salad, which was an insane amount of food on its own.",2017-09-09 10:12:50
29,NbafiyGK0F5hkKbaSZRauA,6KYjVlG22VcNKrPIok3qvg,i1tXdorHYPNAMV2IU160lg,4.0,0,0,0,"Yes. I am reviewing a place to eat at the Lloyd Center food court. I do consider my culinary taste above food courts. But... I love this place. It is nice to be able to find a healthy option to fuel my shopping energy. And I am not gonna lie... I have made a few trips here just to get some take out. What keeps me coming back? The BAO! The salad rolls are pretty decent too, and the dumplings, and the tea, and....",2008-12-06 23:41:45
30,N_z0kLZ0KO3uSCnxmbUIBQ,ww8HxfO6u0jFbFCAAndDRA,Qgw9mjwjUNprbMhkR_OsvQ,4.0,0,0,0,"NY Pizza is cheap and the pizza is the best I've had in it's specific area. They've got real, New York style slices as well as many other menu options. There's nothing special about the restaurant itself, and there are sometimes some sketchy characters in there, but it's pretty good food.",2005-08-25 00:32:30
31,sUDsN1Ba_d6H3m-PBnnEfQ,7ipk2ANEytGgbehLPOIWiA,Qgw9mjwjUNprbMhkR_OsvQ,5.0,0,0,0,"The best wings i have had in the area. I remember one night in a snow storm, me and some friends were hungry and they were the only place open. That was the first night we went, and then we were hooked.",2005-08-09 03:53:14
32,kxClfVF_yQCpfK8i9mfkgg,yyD7MMvjU7Ui3AYpV2-P1w,tJn6TiHqJyVntY9d0MBpJQ,3.0,0,0,0,"customer service ehhh, 3 star because pretzel was fresh out the oven.",2017-09-09 08:26:34
33,-IhSV_mz7FJJr0SkXWhfWg,OF5_YuUeFXVXy9E-r4jFbg,pVJfXUOnJcNchRlnldfSzw,4.0,0,0,0,"Boloco, you're my dinner savior tonight!  It's been raining all day, did not want to go anywhere for dinner.  Couldn't find a place to get delivery from.  They were either closed or too far away.  So remembered I seen Boloco, 3 doors down from my hotel.  Delish!  Thought it would be somewhat like Chipotle back home...it was better!  Everything was really tasty and very satisfying.  I liked how they had a variety of flavors to choose from (sorry I know it sounds like picking ice cream!).  Ranges from classic mexican, caesar, teriyaki, and lots more!  Way to go, Boloco!  Also love how they are trying to be green.",2010-03-14 00:59:08
34,qiYNxt6OGCTq_L8kmGGVYg,EWPk6-PeaOt2k6GcJ0JKjg,iI8lJaXCfk4WHmoixxnn9w,3.0,0,0,0,"Second time using their drive through.... and again, they miss an item or two from our orders. Frustrating !!!

Though all the servers were nice.",2018-04-04 04:00:01
35,Lje1ipTrVuJ3eibc0rfLmw,gj7dwFiadFO5gyrH8c7QdQ,741SMgw6IZUEuQOCqzcSfg,3.0,0,0,0,"On a quiet Sunday evening I had nothing to do and I was feeling a bit hungry so I walked up Robson and found this place.  I had the house specialty the Mega Bowl!  Have to say it was on the cool side (temperature wise). Other than that the bowl was both tasty and filling. The restaurant's decor was more cafeteria style than a table clothed restaurant.  

I grabbed a take out menu on the way out!  Who knows I may want to come back again!",2014-02-24 03:57:15
36,-pHwCLxMGomjGnQY-HXrvw,frEFV15Hcdh_lCbHoNR0Vg,ZSBqiuAgWLyV8lRJgDAARw,3.0,0,0,0,Not the best chipotle. Something about this place seems very minimalist and not in a fun cool art way. It's ok.,2015-05-26 20:45:47
37,eJnvnSXmVwUGvSsL6fEOLA,czRyDi-CGAR5Y6knnmCmDg,ZSBqiuAgWLyV8lRJgDAARw,1.0,1,0,1,"Worst chipotle ever! Dirty, bad balance of ingredients, and bad flavor. How is this possible??? Also, this one doesn't sell beer. I shouldnt have eaten the burrito......",2015-03-18 19:40:49
38,-QFK7IudhaN443ty7TCczQ,9urf9uT1i2N7pM3tkgpI4w,8XLNTHnXfnPsCz3s6K1HCQ,4.0,0,0,0,"I love the menu and the people are nice. The restaurant is clean. But I just wasn't thrilled with the food. I had the veggie hash and it needed a sauce or avocado or cheese or something. I also didn't love the bread on top or white potatoes on the bottom, and it seemed smaller than I expected. Not enough mushrooms or tomatoes. I also got the chai latte and I'm not typically someone who wants super sweet drinks, but I had to add sugar to it.",2018-09-14 16:40:29
39,MkBiJSHt4xYwDChdfPc_qA,6IY5MK0BcYBoaDsaFet4WQ,XQfbBjF091B2K7Rc34Kx1w,2.0,2,0,0,Used to be a go-to spot. The people who work there have changed. The woman at the counter always gets things wrong and claims it was you and not her. She always seems overwhelmed and bothered by the customer. The preparation and delivery take forever. I used to order from there all the time and now I try not order from there unless it's a last resort.,2016-12-19 17:50:49
40,8XcCSxADDrPaeTSeQkJbHA,dRaasy5yPhC8HH6ohHYC_g,tCZoMAPrsdHcNHUhRkeQUg,5.0,0,0,0,6 super chargers here. Clean restrooms and plenty of food kiosks. Clean and secure. 24 hour services in the middle of the Florida Turnpike.,2018-01-09 21:52:52
41,uF1VzjqqBO-4dnkPcUgi0Q,bawrpY6UBs8iq9NZ4f6MAw,Mbu5-db7S3_Fy9FOFqCf5g,1.0,4,2,0,"i am flummoxed. 

fresh =/= something made twelve hours ago and ""kept in a cooler"". 

a manager standing in a drive thru window with crossed arms suggesting I stop ordering the sandwich if stale food is not what I, paying customer, expect to receive. and then continuing to stand there with crossed arms while his employees stand behind him and several moments pass before he returns to whatever bridge he patrols and I am given my sandwich and leave =/= the  ""it was our pleasure serving you"" tagline at the bottom of the receipt nor the ""Corporate Purpose of Chick-fil-A, Inc"" (""have a positive influence on all who come in contact with Chick-fil-A"", as per the company's website. 

it does explain the now hiring billboard in the window.",2014-10-11 21:47:08
42,FJM3m2Q_y_lbZQrMOKnkRA,YUCPFGscJVCgm0kmW2rNQw,pPv0aTxwwuPLtH-xRseK7A,2.0,1,0,0,Drive thru is awful. Most of the time we end up going inside but that's no better. Twice we have gotten sausage egg McMuffins with no egg. Once got sausage egg McMuffin with no sausage. Once got sausage egg McMuffin with Canadian ham. Threw that one away. Always get the pancakes right tho.,2017-12-02 20:46:55
43,jdrKScnjaX8K0ixt9GDD2A,YhJ0B0mL4gaPDOYFYiL5IQ,Qgw9mjwjUNprbMhkR_OsvQ,3.0,0,0,0,"Everyone tells me this the best pizza, but I am just not convinced.  Sure, its cheap.  For $2, you get a big slice.  Its open really late too.  But the best is really stretching it.",2005-07-28 04:10:55
44,vdzWsw9qHUtlSusX8L3CNQ,TG5Tr7PDzqHcpKTvDpm0lQ,FfBb8LED4sZptpKQnp8ODQ,3.0,0,0,0,Food is good just don't get margarita ... They get a small cup fill it to top with ice then splash small amount of mix from dispenser...3 ..4 sips you're done.,2016-08-13 02:53:09
45,gGgMGRbOwZ7O-0MRJsLTxw,97MeUgsht225IB5Alukdxw,L4Hr0C6mulgQoY_1zqw84w,3.0,0,0,0,"We ordered a large chili cheese fry, Chicago dog, and chili cheese dog. The fries were over cooked and super hard. The chili cheese dog was kind of chewy. My wife enjoyed her Chicago dog. In all it wasn't anything spectacular and I wouldn't recommend it.",2016-05-19 18:10:18
46,lPXSM-IDKYbrbk7WPNhZsA,KF4C2saofCkc5Upa5xdCHA,1nm7c1BbWTLb7k1Qb0VhIw,1.0,4,3,2,"Oh boy, had I wished I didn't ignore all the warning signs about this place. My friends and I had just finished playing in a dodgeball tournament at OSU and were hungry, so we went for a bite to eat. It was ""rush hour"" in the restaurant world and every place was packed, with the exception of good ol' Cluck-u-chicken. Literally, there was nobody there (this was warning sign number 1). Completely ignoring the fact that nobody was eating there and there were flies everywhere in the restaurant, we decided to go in anyway. 

Holy mother of God, what a mistake we made. 

We walked into cluck-u and nobody was at the counter to take our order (warning sign number 2). We looked at the menu for at least a good five minutes before (presumably) the only employee working comes out from behind the counter to take our order. We all order and then go grab a table. While we're waiting on our food one of my friends went to the restroom to wash his hands. He comes out of the restroom pale, and when we ask him what's wrong, he says the restroom smells like death and he almost vomited (warning sign number 3... when they don't even bother to clean the areas that you see, imagine what the kitchen looks like). I also go to the rest room to wash my hands and I can certainly confirm, there must've been a dead body stashed somewhere in there. There were also a good amount of empty beer cans in the trash can. 

Anyway, getting to the actual food, I'm not sure I've ever had worse hot-wings in my life. They had a mushy-breading on them, and it wasn't mushy because the sauce made it that way, no, it was mushy because the oil they were fried in wasn't hot enough. I ordered the sauce on my wings the second-hottest that they had. However when I tasted my wings, the sauce wasn't hot at all. It had more of a sweet flavor to it, which was an incredible disappointment, because, well, I like my wings hot. If I wanted sweet sauce, I would've got to a Chinese place and ordered sweet and sour chicken. 

All in all, this was undoubtedly the worst restaurant I've ever been to, hands down. I will never be returning. Ever. I think I'd rather like my dog's own scrotum then eat here again.",2011-09-26 05:42:24
47,mfIZNDETfqRr2E9aF4u0JA,geRt99__UpquqVW5SA_i7w,UU1VB0-TdLLQzR0_DGLQ1g,4.0,0,1,0,"Qdoba is one of my favorite places to go to lunch in downtown Portland. The food is fresh, the prices are decent, the employees are friendly and they have the fun Coke machine with the many different flavors. I like to get the three cheese nacho with chicken because the cheese is sooo good. Their menu needs to be more explanatory though because they don't have on there all of the things that you can put on your burrito, taco or nacho. Ordered multiple meals for a work lunch and no one knew they could choose the different types of rice, beans, etc. Overall, I do like their food and it is a nice place to go have lunch.",2017-03-03 21:15:24
48,5TYdvblHaCYcRMm2xBwqsA,oRBfRR8J9S0-IN8YeTOEKQ,i1tXdorHYPNAMV2IU160lg,5.0,2,0,1,"Okay, so its in a mall, but if you're already there and hungry, this is a great place to eat.  I've had the dumplings which were all very tasty.  The phad thai is really good, which is weird for a mall place.  They made tofu salad rolls fresh when we asked for them and served them with the most delicious sauce.   I was quite impressed, especially considering its in a mall.  Not the best atmosphere for eating in, but if you're shopping in the mall and hungry, this is a good place with much healthier food than most mall choices.",2007-12-11 07:37:50
49,_kgB8L6cKEHdtMUamzYdTg,BgrIbLQI3rpRRf0WWmBogQ,Q416gNDEI4vh25QcfNDn4g,4.0,0,0,0,"Went here for the first time about 3 weeks ago with my 2 1/2 yo son. It's cash only, and  I only had about 3.50 in my wallet. I told the lady we would come back, but she said wait, I'm assuming it's for him. I said yes...and she said "" I'll give you a scoop, what would you like?""  I said oh, ok that's very nice. Most businesses are not this generous. We got a small cup of black raspberry, which was very good!  I will go back soon and get 2 ice creams!",2016-09-18 20:57:55
50,MYoE9dui4WMhlU_aZSm-vA,Pa_0D1Qu4KVG8V9Tfx7UzA,083EkP5QPXRzsjQlHRP9NQ,3.0,0,0,0,"The best way to describe this place is average. They do have a nice selection of beers, but over all it seems a bit spendy for average pizza.",2015-03-05 01:15:51
51,qeaD535a9nzhAQ-FPHQJeA,NKlDesncOXDoyUMD57tn3w,Y6MHlJ9U1rBNRf5BkyDTKw,5.0,0,0,0,"I have been going to this location for years, I have never had a bad experience I am always treated great the employees are very courteous with a smile on their face.  I love the feeling of getting a home cooked meal an getting served right away. The fresh fruit with the kids meal is a plus on my last visit there I recd excellent service the cashier serg carried my tray to my table because I had my 2 year old, and Gary was very nice as well he remembered what I usually ordered and when I told him I  wanted to try something new he  let me sample the other meat. I love the family vibe of this location and the fact that Chipotle doesn't use preservatives and uses organic produce keeps me happy to take my kids I am a lifetime customer for sure!!",2017-06-17 23:25:27
52,V6hCmHkEPNx_5O34lXZovQ,bZU-Fw-3_ZU293KFFkV_Yw,Y6MHlJ9U1rBNRf5BkyDTKw,1.0,0,0,0,I've been there a few times and each time the meat has tasted old (chicken and beef). Also I paid $1.30 for 10 chips. C'mon at least give me half a bag. I don't think I'll be back to this location again.,2016-08-25 19:20:29
53,O2KoZYlcLv2QYR5C1WzQiQ,84H-Yk7MaqhCAGdk7UDjuA,8yLc33AAXB9-xn7OG4Firw,1.0,0,0,0,"Saturday evening, 10:30pm, closed. No explanation. We've given this place several chances to improve, but sadly this is probably our last visit.",2018-07-08 02:30:44
54,6aQL2Me_PcdaP0Ej4pN7UA,TzmidsaHd_64kmNc41VS3w,Qgw9mjwjUNprbMhkR_OsvQ,2.0,1,0,0,"I've gotten pizza before and it's been fine. Abnormally huge slices great for when you're drunk, etc. 
Had my first chicken parm grinder from here today and can say that I'll never go back. Was almost not edible, could not even bite into multiple pieces of chicken. Definitely don't trust it anymore.",2015-08-19 23:55:04
55,Fql9nZUFm_PGq8ApynN9Bg,O6UHhrZxXKCUqjb_z0oybg,ZSBqiuAgWLyV8lRJgDAARw,4.0,0,0,0,Quick hot and fresh. Want some actual food but are in a hurry come get a rice bowl w beef and your out the door in minutes.  Fast food but good !!,2018-02-11 15:46:28
56,8UNQfPa2U4vt9tF_YFQsiQ,szvsAhKkTrXktfinGF1RAg,8XLNTHnXfnPsCz3s6K1HCQ,1.0,1,0,0,"I have eaten there quite a few times and the food is generally good. Today however I got one of the Smak hot pods and the food was clearly off. When I took it back they refused to refund my money and only offered to change it for me. She told me that they tasted it in the back and they thought the food tasted fine! When I explained to the cashier that I had already eaten since purchasing their food earlier, she basically gave me a smug stare. Almost $12 wasted!

This by the way was the second time the food was off.

I am extremely disappointed with their customer service and will never eat there again. 

You have lost a loyal customer! 

 I thought this was a gem in my neighbourhood, but clearly it's a health hazard. Management should read these comments as I'm clearly not the only one who has experienced off tasting food.",2015-01-04 15:34:24
